precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso
$ 361.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,4 Habs.,3 Baños,99 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193300683
$ 320.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,53 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193993186
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320098
$ 290.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en providencia, pereira",3 Habs.,2 Baños,73 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-providencia-pereira/192393955
$ 380.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,1 Hab,2 Baños,70 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/194211228
$ 1.350.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",4 Habs.,5 Baños,248 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193841957
$ 1.500.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,4 Baños,2400 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192632936
$ 2.800.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,7 Baños,370 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193233705
$ 850.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,3 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/194091497
$ 2.300.000.000,"Casa en Pereira, Risaralda","Casa en venta en los alamos, pereira",6 Habs.,2 Baños,374 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/193340117
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa verde, pereira",3 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-verde-pereira/193631096
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/10652200
$ 365.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,60 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/194080636
$ 270.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en pinares, pereira",1 Ambiente,18 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-pinares-pereira/192664118
$ 450.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",3500 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/8277574
$ 550.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",4 Habs.,2 Baños,168 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192344703
$ 640.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,3 Baños,170 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/194179867
$ 220.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",3 Habs.,1 Baño,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/192320839
$ 2.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,6 Baños,583 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193934295
$ 300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193428185
$ 400.000.000,"Apartamento en Pereira, Risaralda",Apartamento en  venta en pereira,3 Habs.,2 Baños,87 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/191500655
$ 440.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",3 Habs.,2 Baños,109 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192321292
$ 418.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1550 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193250497
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en la villa, pereira",4 Habs.,3 Baños,210 m²,https://www.fincaraiz.com.co/casa-en-venta-en-la-villa-pereira/192319768
$ 900.000.000,"Lote en Pereira, Risaralda","Lote en  venta en cerritos, pereira",3650 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/191315786
$ 285.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193828473
$ 1.750.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,4 Baños,290 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192671134
$ 450.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192554012
$ 900.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,4 Baños,344 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/10520674
$ 500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en villa - belmonte, pereira",3 Habs.,2 Baños,82 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-villa-belmonte-pereira/193033512
$ 630.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",5 Habs.,5 Baños,153 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193289629
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en la villa, pereira",3 Habs.,4 Baños,109 m²,https://www.fincaraiz.com.co/casa-en-venta-en-la-villa-pereira/193313946
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,3 Baños,168 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/194068374
$ 900.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193303840
$ 850.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",2 Ambientes,2 Baños,73 m²,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193313932
$ 3.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,6 Baños,656 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193099872
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",3 Habs.,2 Baños,92 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192544359
$ 1.300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",4 Habs.,5 Baños,169 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193418971
$ 341.000.000,"Lote en Pereira, Risaralda","Lote en venta en la estrella la palm, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-la-estrella-la-palm-pereira/193307657
$ 365.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,61 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193573715
$ 220.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",1 Baño,74 m²,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/8187624
$ 550.000.000,"Lote en Pereira, Risaralda","Lote en venta en el manzano, pereira",1718 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-el-manzano-pereira/194207190
$ 750.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,134 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193868964
$ 3.500.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",2 Habs.,1 Baño,350 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/193310101
$ 315.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en los alpes, pereira",2 Habs.,2 Baños,63 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/191951073
$ 590.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en san joaquin, pereira",3 Habs.,2 Baños,2700 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-san-joaquin-pereira/193324614
$ 620.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la julita, pereira",3 Habs.,2 Baños,85 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-julita-pereira/193360547
$ 520.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,3 Baños,106 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193673550
$ 2.990.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,5 Baños,2230 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10398924
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en pueblito cafetero, pereira",4 Habs.,3 Baños,805 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/194237603
$ 190.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en miraflores, pereira",3 Habs.,2 Baños,79 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-miraflores-pereira/193345402
$ 808.895.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2129 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193840514
$ 1.700.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,4 Baños,720 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193363595
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en venta en zona deportiva villa olimpica, pereira",4 Habs.,3 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-zona-deportiva-villa-olimpica-pereira/193747228
$ 670.000.000,"Casa en Pereira, Risaralda","Casa en  venta en pinares, pereira",4 Habs.,3 Baños,170 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/192070776
$ 670.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa del prado, pereira",6 Habs.,3 Baños,139 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-del-prado-pereira/193543411
$ 250.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,2 Baños,150 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193671998
$ 620.000.000,"Casa en Pereira, Risaralda","Casa en venta en jardin ii etapa, pereira",4 Habs.,3 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-jardin-ii-etapa-pereira/193403949
$ 260.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,51 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193231932
$ 720.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,3 Baños,92 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192968634
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,1 Baño,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193303029
$ 240.000.000,"Lote en Pereira, Risaralda","Lote en venta en morelia, pereira",2230 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-morelia-pereira/193312503
$ 950.000.000,"Apartamento en Pereira, Risaralda",Apartamento en  venta en pereira,3 Habs.,3 Baños,183 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/191475348
$ 1.300.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",4 Habs.,4 Baños,300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/6270460
$ 1.600.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,5 Habs.,4 Baños,320 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192320453
$ 210.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",3 Habs.,1 Baño,68 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193765709
$ 130.000.000,"Lote en Pereira, Bogotá, d.c.",Lote en venta en pereira,1000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192320755
$ 375.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,8 Habs.,3 Baños,250 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193310361
$ 2.200.000.000,"Finca en Pereira, Risaralda","Finca en venta en combia, pereira",7 Habs.,5 Baños,300 m²,https://www.fincaraiz.com.co/finca-en-venta-en-combia-pereira/193290479
$ 210.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",27 m²,,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193631149
$ 325.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la aurora, pereira",3 Habs.,2 Baños,90 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-aurora-pereira/192792923
$ 400.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,69 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193561274
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193161576
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",5 Habs.,2 Baños,180 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320439
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector belmonte, pereira",2 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-belmonte-pereira/194004690
$ 430.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193309894
$ 650.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,4 Habs.,3 Baños,210 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192734046
$ 240.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/192322114
$ 330.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,56 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194219821
$ 540.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,4 Baños,135 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192491385
$ 390.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192321043
$ 495.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector belmonte, pereira",3 Habs.,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-belmonte-pereira/193841982
$ 500.000.000,"Cabaña en Pereira, Risaralda",Cabaña en venta en pereira,1 Hab,1 Baño,55 m²,https://www.fincaraiz.com.co/cabaña-en-venta-en-pereira/193327304
$ 780.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,103 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193303152
$ 340.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,90 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/194066752
$ 1.500.000.000,"Finca en Pereira, Risaralda","Finca en venta en altagracia, pereira",0 Hab,264 m²,,https://www.fincaraiz.com.co/finca-en-venta-en-altagracia-pereira/193336929
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192321180
$ 1.300.000.000,"Finca en Pereira, Risaralda","Finca en venta en morelia, pereira",10 Habs.,6 Baños,369 m²,https://www.fincaraiz.com.co/finca-en-venta-en-morelia-pereira/10520727
$ 555.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193150536
$ 300.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",4 Habs.,2 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193841817
$ 400.000.000,"Lote en Pereira, Risaralda","Lote en venta en condina, pereira",2040 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-condina-pereira/193501298
$ 467.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1730 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193250536
$ 1.900.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,4 Baños,840 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192246403
$ 200.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",1 Baño,23 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193309852
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,69 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193301902
$ 415.000.000,"Casa en Pereira, Risaralda","Casa en venta en belmonte a, pereira",3 Habs.,3 Baños,110 m²,https://www.fincaraiz.com.co/casa-en-venta-en-belmonte-a-pereira/193746403
$ 850.000.000,"Lote en Pereira, Risaralda","Lote en venta en maraya, pereira",652 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-maraya-pereira/192962756
$ 750.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,4 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193054037
$ 480.000.000,"Casa en Pereira, Risaralda","Casa en venta en samaria i etapa, pereira",5 Habs.,3 Baños,150 m²,https://www.fincaraiz.com.co/casa-en-venta-en-samaria-i-etapa-pereira/193738288
